Field Label,Field codes from various collections that map to that Label
"ARTstor Workspace, Cornell Arts & Sciences Images for Teaching Collection: Published On",publishing_status-677-updated_on
SSID,id
Transcription (Islandica 48),fd_55280_s
"Shared Shelf Commons, Cornell: Claire Holt Papers: Images of Indonesian Art, Architecture, and Culture: Status",publishing_status.166.status
Publish Status,fd_65599_s
Publication Date,fd_31387_sfd_2297_s | fd_31510_s | 
Promoter,fd_4549_sfd_5554_s | 
Terms Governing Use,fd_4042_s
Archival Collection Title,fd_5543_s
Disc Layout,fd_24715_mfcl_lookup
Common Name,fd_52334_sfd_52370_s | fd_6454_s | 
End time,fd_6317_s
Sound,fd_24093_s
"ARTstor Workspace, Cornell Coins Collection: Status",publishing_status.201.status
Obverse,fd_2286_s
Color,fd_51044_sfd_4021_s | 
OCR Text 4,fd_65150_s
Image View Description,fd_44654_sfd_24227_s | fd_24649_s | fd_4784_s | fd_31099_s | fd_25443_s | fd_36145_s | fd_3152_s | fd_1464_s | fd_1497_s | fd_1530_s | fd_22762_s | fd_20046_s | fd_44714_s | fd_3361_s | fd_31573_s | fd_40995_s | fd_31355_s | fd_27321_s | fd_42102_s | fd_2132_s | fd_28504_s | fd_52305_s | fd_52341_s | fd_18677_s | fd_31033_s | fd_47892_s | fd_4455_s | fd_31004_s | fd_31482_s | fd_42370_s | fd_21803_s | fd_51662_s | fd_52736_s | 
Georgraphic Subject,fd_21716_lookup
"Shared Shelf Commons, Cornell: Theatre Prints and Books from Early Modern Japan: Status",publishing_status.1251.status
Image Title,fd_29966_sfd_47952_s | fd_5685_s | 
Display title,fd_46368_s
Photo Present?,fd_51080_s
Descriptive Subject,fd_2344_lookup
Project focus,fd_47964_mfcl_lookup
Descriptors (English),fd_2314_lookup
Town Description,fd_33310_s
"Shared Shelf Commons, Cornell: Campus Artifacts, Art & Memorabilia: Status",publishing_status.157.status
Subject Identification,fd_2384_lookup
LocalCollection,fd_35677_sfd_46697_s | fd_21206_s | fd_21282_s | fd_5483_s | 
Folder Number,fd_53264_s
Donation Date,fd_51038_s
Emulator Notes,fd_24897_s
Chapter Description,fd_5317_s
Image Note,fd_51009_s
Archival Location,fd_4795_sfd_31582_s | fd_6850_s | 
Exhibition,fd_5561_sfd_31598_s | 
Image View Type,fd_44655_sfd_24228_s | fd_24650_s | fd_31100_s | fd_51010_s | fd_25444_s | fd_36146_s | fd_1465_s | fd_1498_s | fd_1531_s | fd_22763_s | fd_20047_s | fd_44715_s | fd_3362_s | fd_40996_s | fd_31356_s | fd_27322_s | fd_3448_s | fd_42103_s | fd_2133_s | fd_29967_mfcl_lookup | fd_28505_s | fd_52306_s | fd_2252_s | fd_52342_s | fd_18678_s | fd_31034_s | fd_47893_s | fd_47927_s | fd_31005_s | fd_31483_s | fd_42371_s | fd_21810_s | fd_51663_s | fd_52737_s | 
Key Informant (Agent),fd_50540_s
Venue 2,fd_4542_sfd_5547_s | 
Proper Name Subject,fd_6848_mfcl_lookup
Political Party,fd_41115_s
"ARTstor Workspace, Cornell Gem Impressions Collection: Published On",publishing_status-788-updated_on
"Shared Shelf Commons, Vicos Collection: Published On",publishing_status-116-updated_on
Digitization Notes,fd_44743_s
"ARTstor Workspace, Cornell: Midvale Steel Company Photographs Collected by Charles D. Wrege: Published On",publishing_status-279-updated_on
Term,fd_49697_sfd_49698_s | fd_49699_s | fd_48938_s | fd_48939_s | fd_51036_s | fd_51042_s | fd_51054_s | fd_51073_s | fd_51093_s | fd_48970_s | fd_48971_s | fd_48972_s | fd_48882_s | fd_48883_s | fd_49273_s | fd_48776_s | fd_48780_s | fd_48781_s | fd_48833_s | fd_48834_s | fd_49647_s | fd_49648_s | fd_49649_s | fd_49650_s | fd_49651_s | fd_48884_s | fd_48885_s | fd_48886_s | fd_48825_s | fd_48826_s | fd_48908_s | fd_48827_s | 
Title (Roman Characters),fd_56351_s
People,fd_26937_lookup
"ARTstor Workspace, Cornell: New York Call Photographs: Status",publishing_status.275.status
Canto Image,fd_2399_s
"ARTstor Personal Collection, HM_Ernie Paniccioli Archive: Published On",publishing_status-1635-updated_on
"Measurements (cm, H x W)",fd_30045_sfd_58235_s | 
"Shared Shelf Commons, Cornell: Gem Impressions Collection: Published By",publishing_status.789.updated_by
_Creator 2 Type,fd_31640_mfcl_lookup
Subject Terms,fd_34953_mfcl_lookupfd_58242_mfcl_lookup | 
Kaltura ID,fd_58606_sfd_44745_s | fd_44650_s | 
Web Citation 2,fd_3191_s
Lines,fd_26720_s
Card Status,fd_2289_s
Bibliographic Information,fd_4814_sfd_31599_s | 
Orig Measurements,fd_2163_sfd_21846_s | 
"Shared Shelf Commons, Cornell: The Joe Conzo, Jr  Archive: Published By",publishing_status.325.updated_by
"Shared Shelf Commons, Cornell: John Reps Collection: Status",publishing_status.438.status
Venue,fd_4541_sfd_5546_s | 
"ARTstor Workspace, Cornell Gem Impressions Collection: Status",publishing_status.788.status
Subject ,fd_6845_mfcl_lookupfd_22272_lookup | 
"Shared Shelf Commons, Cornell: Gem Impressions Collection: Status",publishing_status.789.status
"ARTstor Workspace, Cornell: Claire Holt Papers: Images of Indonesian Art, Architecture, and Culture: Status",publishing_status.165.status
Scientific Name,fd_52335_sfd_52371_s | 
Item Location,fd_15767_sfd_25147_s | 
"ARTstor Workspace, Cornell: Billie Jean Isbell Andean Collection: Published On",publishing_status-149-updated_on
Contents,fd_3479_s
Work_WorktypeDisplay,fd_35680_lookupfd_46700_lookup | fd_21200_lookup | fd_21276_lookup | fd_5646_lookup | 
Rights Holder,fd_61544_s
URI Identifier,fd_4116_s
Copyright Status,fd_28680_s
"Shared Shelf Commons, Ernie Paniccioli Archive: Status",publishing_status.923.status
Image Description,fd_47926_s
Creator/Publisher,fd_42099_lookup
"ARTstor Workspace, Cornell: Vicos Collection: Published On",publishing_status-156-updated_on
Centerpoint Description,fd_43818_s
"Shared Shelf Commons, Mysteries at Eleusis: Images of Inscriptions: Published On",publishing_status-132-updated_on
Information Source,fd_47947_s
Metric Depth,fd_4821_sfd_31592_s | 
Original Dimensions,fd_3454_sfd_3499_s | fd_3536_s | 
Publication Title,fd_31383_sfd_31506_s | 
"ARTstor Workspace, Cornell Cast Collection: Published On",publishing_status-194-updated_on
Relationships (BibID),fd_22782_s
Region/Geographic notes,fd_46263_s
"ARTstor Workspace, Landslides Aerial Photography: Published On",publishing_status-198-updated_on
"ARTstor Workspace, Cornell Coins Collection: Published On",publishing_status-201-updated_on
"ARTstor Workspace, Cornell: Bernard Kassoy Teacher News Cartoons: Published On",publishing_status-285-updated_on
"ARTstor Workspace, Plant Pathology Herbarium (CUP): Published On",publishing_status-167-updated_on
OCR Text 2,fd_65148_s
"ARTstor Workspace, Cornell: Frank Gilbreth Motion Study Photographs: Status",publishing_status.277.status
Infestation,fd_51049_s
Title (English),fd_56352_sfd_4107_s | 
Performer(s),fd_4505_lookupfd_42453_lookup | 
Print Citation,fd_3188_s
Sponsor,fd_28696_s
Repaired negative match,fd_23861_s
Region,fd_25149_sfd_43535_s | 
Image Labels,fd_2397_s
"Shared Shelf Commons, Cornell: Cast Collection: Published By",publishing_status.195.updated_by
_Digital Lifecycle Date,fd_28702_s
Compatible Emulators,fd_24892_s
Format,fd_2972_sfd_3987_lookup | 
"ARTstor Workspace, Cornell: Alison Mason Kingsbury: Life and Art: Published By",publishing_status.148.updated_by
Computer Entry Date,fd_51065_s
"Shared Shelf Commons, Cornell: Political Americana Collection: Status",publishing_status.1131.status
"ARTstor Workspace, Cornell: Bernard Kassoy Teacher News Cartoons: Status",publishing_status.285.status
Set Number,fd_34460_s
Work_RelatedWork1,fd_35663_sfd_46683_s | fd_21186_s | fd_21262_s | fd_5463_s | 
Work_LocationDisplay,fd_35659_sfd_46679_s | fd_21178_s | fd_21254_s | fd_5650_lookup | 
Day,fd_43479_s
Bibliographic Title,fd_2294_s
"Shared Shelf Commons, New York State Aerial Photographs: Published On",publishing_status-87-updated_on
SSC_URL,fd_28497_sfd_28500_s | 
"ARTstor Workspace, Cornell: New York State Aerial Photographs: Published By",publishing_status.155.updated_by
"ARTstor Workspace, Landslides Aerial Photography: Published By",publishing_status.198.updated_by
"Shared Shelf Commons, Cornell: Ragamala Paintings Collection: Published On",publishing_status-1114-updated_on
Demographic,fd_51053_s
Journal Title,fd_31388_sfd_31511_s | 
Berlin Catalog No.,fd_29961_s
Condition,fd_51045_sfd_26732_s | fd_2171_s | fd_21838_s | 
"Shared Shelf Commons, Cornell: Claire Holt Papers: Images of Indonesian Art, Architecture, and Culture: Published On",publishing_status-166-updated_on
"ARTstor Workspace, Cornell: Mysteries at Eleusis: Images of Inscriptions: Status",publishing_status.151.status
Category Type,fd_4113_s
Image Date,fd_44677_sfd_24250_s | fd_24672_s | fd_31122_s | fd_51032_s | fd_25466_s | fd_36168_s | fd_1486_s | fd_1520_s | fd_1553_s | fd_22785_s | fd_20069_s | fd_44737_s | fd_3384_s | fd_41018_s | fd_31378_s | fd_42125_s | fd_2155_s | fd_2199_s | fd_28527_s | fd_52328_s | fd_2274_s | fd_52364_s | fd_18700_s | fd_31056_s | fd_47914_s | fd_47949_s | fd_4478_s | fd_31027_s | fd_31502_s | fd_42393_s | fd_21829_s | fd_51685_s | fd_34451_s | fd_52759_s | 
Journal Issue,fd_31389_sfd_31512_s | 
"Shared Shelf Commons, Divine Comedy Image Archive: Published On",publishing_status-117-updated_on
"Shared Shelf Commons, Cornell: Efraim Racker Paintings: Published By",publishing_status.412.updated_by
"ARTstor Workspace, Cornell: Selections from the Anthropology Collections: Status",publishing_status.283.status
Glacier,fd_25150_lookup
Notes,fd_4554_sfd_51055_s | fd_58693_s | fd_22788_s | fd_3478_s | fd_3521_s | fd_3561_s | fd_52336_s | fd_52372_s | fd_18878_s | fd_40125_s | fd_48039_s | fd_48045_s | fd_48051_s | fd_48057_s | fd_48063_s | fd_48070_s | fd_48076_s | fd_48082_s | fd_48088_s | fd_48094_s | fd_48100_s | fd_48106_s | fd_48112_s | fd_48118_s | fd_48124_s | fd_48130_s | fd_48136_s | fd_48142_s | fd_48148_s | fd_48155_s | fd_48162_s | fd_48168_s | fd_48174_s | fd_48180_s | fd_48186_s | fd_48192_s | fd_48198_s | fd_48204_s | fd_48210_s | fd_48216_s | fd_48222_s | fd_48228_s | fd_48234_s | fd_48240_s | fd_48246_s | fd_48252_s | fd_48258_s | fd_48264_s | fd_48270_s | fd_48276_s | fd_48282_s | fd_48288_s | fd_48294_s | fd_48300_s | fd_48306_s | fd_48312_s | fd_5397_s | fd_5559_s | fd_3146_s | fd_36140_s | fd_34459_s | fd_5316_s | 
Stosch Category,fd_21869_s
Source,fd_15621_sfd_44675_s | fd_24248_s | fd_24670_s | fd_31120_s | fd_51030_s | fd_25464_s | fd_36166_s | fd_25714_s | fd_1518_s | fd_1551_s | fd_22783_s | fd_20067_s | fd_44735_s | fd_3382_s | fd_41016_s | fd_31376_s | fd_1967_s | fd_3468_s | fd_2098_s | fd_2122_s | fd_42123_s | fd_2153_s | fd_2197_s | fd_29987_s | fd_28525_s | fd_52326_s | fd_2346_s | fd_52362_s | fd_18698_s | fd_31054_s | fd_47913_s | fd_59996_s | fd_48036_mfcl_lookup | fd_48042_mfcl_lookup | fd_48048_mfcl_lookup | fd_48054_mfcl_lookup | fd_48060_mfcl_lookup | fd_48067_mfcl_lookup | fd_48073_mfcl_lookup | fd_48079_mfcl_lookup | fd_48085_mfcl_lookup | fd_48091_mfcl_lookup | fd_48097_mfcl_lookup | fd_48103_mfcl_lookup | fd_48109_mfcl_lookup | fd_48115_mfcl_lookup | fd_48121_mfcl_lookup | fd_48127_mfcl_lookup | fd_48133_mfcl_lookup | fd_48139_mfcl_lookup | fd_48145_mfcl_lookup | fd_48152_mfcl_lookup | fd_48159_mfcl_lookup | fd_48165_mfcl_lookup | fd_48171_mfcl_lookup | fd_48177_mfcl_lookup | fd_48183_mfcl_lookup | fd_48189_mfcl_lookup | fd_48195_mfcl_lookup | fd_48201_mfcl_lookup | fd_48207_mfcl_lookup | fd_48213_mfcl_lookup | fd_48219_mfcl_lookup | fd_48225_mfcl_lookup | fd_48231_mfcl_lookup | fd_48237_mfcl_lookup | fd_48243_mfcl_lookup | fd_48249_mfcl_lookup | fd_48255_mfcl_lookup | fd_48261_mfcl_lookup | fd_48267_mfcl_lookup | fd_48273_mfcl_lookup | fd_48279_mfcl_lookup | fd_48285_mfcl_lookup | fd_48291_mfcl_lookup | fd_48297_mfcl_lookup | fd_48303_mfcl_lookup | fd_48309_mfcl_lookup | fd_31025_s | fd_31500_s | fd_3134_s | fd_42391_s | fd_21827_s | fd_6344_s | fd_51683_s | fd_34449_s | fd_52757_s | 
Websites,fd_28704_s
Earliest Date,fd_14713_ifd_44657_i | fd_24230_i | fd_15740_i | fd_4511_i | fd_24652_i | fd_4787_i | fd_31102_i | fd_51012_i | fd_25446_i | fd_36148_i | fd_3155_i | fd_58684_i | fd_41077_i | fd_25696_i | fd_1467_i | fd_1500_i | fd_1533_i | fd_4081_i | fd_22765_i | fd_20049_i | fd_44717_i | fd_17171_i | fd_3364_i | fd_31575_i | fd_40998_i | fd_27324_i | fd_1949_i | fd_3450_i | fd_3495_i | fd_2080_i | fd_2108_i | fd_3532_i | fd_42105_i | fd_2135_i | fd_2179_i | fd_29969_i | fd_28507_i | fd_52308_i | fd_2254_i | fd_2298_i | fd_2328_i | fd_52344_i | fd_18680_i | fd_30041_i | fd_31036_i | fd_47895_i | fd_47929_i | fd_4458_i | fd_40116_i | fd_31007_i | fd_5327_i | fd_5366_i | fd_5529_i | fd_3116_i | fd_34852_i | fd_42373_i | fd_21811_i | fd_58231_i | fd_6326_i | fd_22262_i | fd_51665_i | fd_34431_i | fd_52739_i | 
Group,fd_41149_s
"Shared Shelf Commons, Cornell: Squeeze Collection: Status",publishing_status.747.status
Set Title,fd_46261_s
Hardware / Software,fd_4213_s
"Shared Shelf Commons, Cornell: John Clair Miller Collection: Status",publishing_status.824.status
"Shared Shelf Commons, Cornell: Knowledge of the World in Early Modern Japan: Published On",publishing_status-1278-updated_on
Title (German),fd_4077_s
Dress Code,fd_4552_sfd_5557_s | 
Inventory No.,fd_29962_s
Term ID,id
"ARTstor Workspace, Archivision Library Module 10 - Cornell: Published By",publishing_status.1187.updated_by
GPS,fd_35679_sfd_46699_s | fd_21194_s | fd_21270_s | fd_5471_s | 
Occasion,fd_28535_s
Orig Creator,fd_2159_lookupfd_21805_lookup | 
Genus,fd_5395_s
"Shared Shelf Commons, Cornell: Bernard Kassoy Teacher News Cartoons: Published On",publishing_status-286-updated_on
"ARTstor Workspace, Plant Pathology Herbarium (CUP): Status",publishing_status.167.status
ARTstor Id,fd_1485_sfd_1523_s | fd_1556_s | fd_4104_s | fd_3387_s | fd_3473_s | fd_3518_s | fd_3555_s | fd_2158_s | fd_2202_s | fd_4481_s | fd_5350_s | fd_31524_s | fd_5468_s | fd_21844_s | fd_22278_s | fd_3985_s | 
"ARTstor Workspace, Kroch Asia Rare Materials Archive: Status",publishing_status.207.status
"ARTstor Workspace, Cornell: International Ladies' Garment Workers' Union Photographs: Published On",publishing_status-281-updated_on
Species,fd_5396_s
Conservation and Treatment History,fd_51066_s
Storage Location,fd_51070_s
"ARTstor Workspace, Cornell Cast Collection: Published By",publishing_status.194.updated_by
Digitization Date,fd_3194_s
"ARTstor Workspace, Archivision Library Module 10 - Cornell: Status",publishing_status.1187.status
Description Citation,fd_3187_sfd_1489_s | 
"Shared Shelf Commons, Cornell: Bernard Kassoy Teacher News Cartoons: Status",publishing_status.286.status
"Shared Shelf Commons, Cornell: Obama Visual Iconography: Status",publishing_status.250.status
"ARTstor Workspace, Kroch Asia Rare Materials Archive: Published By",publishing_status.207.updated_by
"Shared Shelf Commons, Cornell: International Ladies' Garment Workers' Union Photographs: Published On",publishing_status-282-updated_on
Negative No.,fd_2284_s
"ARTstor Workspace, Cornell: Divine Comedy Image Archive: Status",publishing_status.150.status
Institution ID,institution_id
Trim,fd_51058_s
Additional Physical Form,fd_4018_s
Project Aim,fd_47965_s
Location (original),fd_25705_lookup
"ARTstor Workspace, Cornell: Vicos Collection: Status",publishing_status.156.status
Subject (Local),fd_3145_s
"ARTstor Workspace, Cornell: Divine Comedy Image Archive: Published On",publishing_status-150-updated_on
Letter Height Type,fd_4500_s
"ARTstor Workspace, Cornell: The Joe Conzo, Jr  Archive: Published On",publishing_status-324-updated_on
Project Location,fd_29978_lookup
Artstor Latest Date,fd_31486_s
"Shared Shelf Commons, Vicos Collection: Status",publishing_status.116.status
Creator (Organization),fd_61994_s
Series Relation,fd_3192_s
"ARTstor Workspace, Cornell: Images from the Cornell University Library Map Collection: Status",publishing_status.154.status
"ARTstor Workspace, Cornell Squeeze Collection: Published By",publishing_status.748.updated_by
References,fd_30157_sfd_58247_s | 
Work_InscriptionDisplay,fd_35676_sfd_46696_s | fd_21196_s | fd_21272_s | fd_5473_s | 
Archive,fd_6456_s
"ARTstor Workspace, Cornell: John Reps Collection: Published By",publishing_status.439.updated_by
Catalog Number,fd_31393_sfd_31516_s | 
Project Title,fd_29965_sfd_47925_s | 
MEDIA,fd_47967_mfcl_lookup
Collection #,fd_58696_sfd_40128_s | fd_39816_s | 
Accession Date,fd_51060_s
Filesystems on disc,fd_24717_mfcl_lookup
Restrictions,fd_28537_sfd_6853_s | fd_22287_s | 
Digital Creators,fd_28673_s
"Shared Shelf Commons, Cornell: Persuasive Cartography: The PJ Mode Collection: Published On",publishing_status-956-updated_onpublishing_status-1674-updated_on | 
"ARTstor Workspace, Cornell: Campus Artifacts, Art & Memorabilia: Published By",publishing_status.32.updated_by
"Shared Shelf Commons, Cornell:  NewYork-Presbyterian/Weill Cornell Medical Center Archives Image Collection: Published By",publishing_status.223.updated_by
Campus Location,fd_2144_sfd_21818_s | 
"ARTstor Workspace, Cornell: Icelandic and Faroese Photographs of Frederick W.W. Howell: Published On",publishing_status-152-updated_on
"Shared Shelf Commons, Cornell: Claire Holt Papers: Images of Indonesian Art, Architecture, and Culture: Published By",publishing_status.166.updated_by
"ARTstor Workspace, Archivision Library Module 9 - Cornell: Published On",publishing_status-759-updated_onpublishing_status-1175-updated_on | 
"Shared Shelf Commons, Cornell: Efraim Racker Paintings: Status",publishing_status.412.status
"ARTstor Workspace, Cornell: Mysteries at Eleusis: Images of Inscriptions: Published By",publishing_status.151.updated_by
"Shared Shelf Commons, Cornell: John Clair Miller Collection: Published On",publishing_status-824-updated_on
Voigt Catalog Model Number,fd_4089_s
Rename,fd_45818_s
Ensemble / Medium,fd_28530_s
Work,fd_31381_lookupfd_31521_lookup | 
Drawer Number,fd_5393_s
Century,fd_41111_sfd_2387_s | 
Image_Description,fd_35682_sfd_46702_s | fd_21197_s | fd_21273_s | fd_5474_s | 
Appraisal Date,fd_51063_s
Track,fd_43536_s
Work_MaterialDisplay,fd_35655_sfd_46675_s | fd_21172_s | fd_21248_s | fd_5455_s | 
"Shared Shelf Commons, Cornell: John Reps Collection - Bastides: Published On",publishing_status-777-updated_on
"Shared Shelf Commons, Divine Comedy Image Archive: Published By",publishing_status.117.updated_by
"ARTstor Personal Collection, HM_Ernie Paniccioli Archive: Status",publishing_status.1635.status
Reps Subject,fd_18879_s
Performer Matrix,fd_28536_s
"ARTstor Workspace, Cornell: Reuleaux Kinematic Mechanisms Collection: Published By",publishing_status.153.updated_by
Orig Culture,fd_2160_sfd_21806_lookup | 
"Shared Shelf Commons, Cornell: Coins Collection : Published On",publishing_status-202-updated_on
Special Features,fd_39641_s
Condition Note,fd_51059_s
Deity/Image's number within set,fd_34462_s
"Shared Shelf Commons, Icelandic and Faroese Photographs of Frederick W.W. Howell: Published On",publishing_status-115-updated_on
Alternate Title,fd_43815_sfd_47919_s | 
Description,fd_14728_sfd_44672_s | fd_24245_s | fd_15755_s | fd_24667_s | fd_24696_s | fd_4802_s | fd_31117_s | fd_51027_s | fd_25461_s | fd_36163_s | fd_3170_s | fd_58676_s | fd_41092_s | fd_25711_s | fd_1482_s | fd_1515_s | fd_1548_s | fd_4096_s | fd_22780_s | fd_20064_s | fd_44732_s | fd_17186_s | fd_3379_s | fd_31585_s | fd_41013_s | fd_31373_s | fd_3465_s | fd_3510_s | fd_2095_s | fd_2119_s | fd_3547_s | fd_42120_s | fd_2150_s | fd_2194_s | fd_29984_s | fd_28522_s | fd_52323_s | fd_2343_s | fd_52359_s | fd_18695_s | fd_30056_s | fd_31051_s | fd_47910_s | fd_4473_s | fd_40108_s | fd_48038_s | fd_48044_s | fd_48050_s | fd_48056_s | fd_48062_s | fd_48069_s | fd_48075_s | fd_48081_s | fd_48087_s | fd_48093_s | fd_48099_s | fd_48105_s | fd_48111_s | fd_48117_s | fd_48123_s | fd_48129_s | fd_48135_s | fd_48141_s | fd_48147_s | fd_48154_s | fd_48161_s | fd_48167_s | fd_48173_s | fd_48179_s | fd_48185_s | fd_48191_s | fd_48197_s | fd_48203_s | fd_48209_s | fd_48215_s | fd_48221_s | fd_48227_s | fd_48233_s | fd_48239_s | fd_48245_s | fd_48251_s | fd_48257_s | fd_48263_s | fd_48269_s | fd_48275_s | fd_48281_s | fd_48287_s | fd_48293_s | fd_48299_s | fd_48305_s | fd_48311_s | fd_31022_s | fd_5342_s | fd_6453_s | fd_31497_s | fd_3131_s | fd_34867_s | fd_42388_s | fd_21824_s | fd_58240_s | fd_6341_s | fd_22271_s | fd_51680_s | fd_52754_s | 
Status,fd_31396_mfcl_lookupfd_43534_s | fd_31518_mfcl_lookup | 
Project Manager,fd_31638_mfcl_lookup
Duplicate Number,fd_51047_s
"ARTstor Workspace, Cornell: Frank Gilbreth Motion Study Photographs: Published On",publishing_status-277-updated_on
"Shared Shelf Commons, Divine Comedy Image Archive: Status",publishing_status.117.status
Imaging Technician,fd_24705_s
Publication Type,fd_31382_sfd_31505_s | 
"ARTstor Workspace, Cornell: John Clair Miller: Published By",publishing_status.823.updated_by
